date,1284
1984-01-03,997.5
1984-01-04,998.6
1984-01-05,1015.8
1984-01-06,1029.0
1984-01-09,1034.6
1984-01-10,1034.3
1984-01-11,1023.4
1984-01-12,1031.3
1984-01-13,1042.7
1984-01-16,1046.0
1984-01-17,1041.9
1984-01-18,1058.7
1984-01-19,1057.8
1984-01-20,1059.0
1984-01-23,1046.8
1984-01-24,1055.2
1984-01-25,1073.5
1984-01-26,1072.1
1984-01-27,1075.9
1984-01-30,1068.6
1984-01-31,1063.0
1984-02-01,1060.3
1984-02-02,1050.8
1984-02-03,1059.8
1984-02-06,1038.2
1984-02-07,1021.7
1984-02-08,1029.7
1984-02-09,1016.9
1984-02-10,1018.0
1984-02-13,1018.3
1984-02-14,1027.0
1984-02-15,1033.0
1984-02-16,1035.0
1984-02-17,1039.0
1984-02-20,1035.4
1984-02-21,1044.4
1984-02-22,1043.0
1984-02-23,1031.7
1984-02-24,1036.9
1984-02-27,1041.3
1984-02-28,1039.2
1984-02-29,1040.3
1984-03-01,1046.1
1984-03-02,1060.7
1984-03-05,1053.7
1984-03-06,1064.5
1984-03-07,1055.6
1984-03-08,1055.8
1984-03-09,1060.1
1984-03-12,1063.6
1984-03-13,1082.5
1984-03-14,1087.7
1984-03-15,1101.1
1984-03-16,1128.5
1984-03-19,1109.7
1984-03-20,1123.3
1984-03-21,1130.7
1984-03-22,1117.2
1984-03-23,1121.3
1984-03-26,1119.7
1984-03-27,1101.9
1984-03-28,1103.6
1984-03-29,1113.6
1984-03-30,1112.5
1984-04-02,1108.1
1984-04-03,1095.4
1984-04-04,1093.6
1984-04-05,1102.2
1984-04-06,1096.3
1984-04-09,1096.7
1984-04-10,1105.4
1984-04-11,1110.6
1984-04-12,1117.0
1984-04-13,1129.1
1984-04-16,1105.9
1984-04-17,1110.2
1984-04-18,1116.2
1984-04-19,1108.4
1984-04-20,1108.4
1984-04-23,1108.4
1984-04-24,1105.4
1984-04-25,1119.8
1984-04-26,1130.9
1984-04-27,1138.2
1984-04-30,1138.3
1984-05-01,1136.8
1984-05-02,1140.1
1984-05-03,1141.5
1984-05-04,1134.0
1984-05-07,1134.0
1984-05-08,1117.6
1984-05-09,1109.9
1984-05-10,1094.4
1984-05-11,1078.7
1984-05-14,1082.4
1984-05-15,1094.6
1984-05-16,1104.5
1984-05-17,1113.0
1984-05-18,1104.9
1984-05-21,1108.7
1984-05-22,1084.6
1984-05-23,1075.4
1984-05-24,1051.6
1984-05-25,1055.5
1984-05-28,1055.5
1984-05-29,1056.1
1984-05-30,1026.6
1984-05-31,1021.0
1984-06-01,1055.8
1984-06-04,1078.0
1984-06-05,1077.8
1984-06-06,1087.9
1984-06-07,1072.0
1984-06-08,1068.6
1984-06-11,1075.9
1984-06-12,1067.1
1984-06-13,1064.7
1984-06-14,1043.8
1984-06-15,1040.1
1984-06-18,1042.6
1984-06-19,1056.0
1984-06-20,1035.6
1984-06-21,1041.6
1984-06-22,1033.1
1984-06-25,1033.1
1984-06-26,1024.3
1984-06-27,1038.3
1984-06-28,1029.3
1984-06-29,1041.4
1984-07-02,1047.6
1984-07-03,1050.2
1984-07-04,1063.3
1984-07-05,1062.4
1984-07-06,1042.3
1984-07-09,1033.5
1984-07-10,1014.4
1984-07-11,1001.7
1984-07-12,991.4
1984-07-13,995.8
1984-07-16,1003.0
1984-07-17,1007.8
1984-07-18,1009.0
1984-07-19,1003.0
1984-07-20,1009.8
1984-07-23,986.9
1984-07-24,989.6
1984-07-25,996.2
1984-07-26,999.1
1984-07-27,995.6
1984-07-30,996.5
1984-07-31,1010.1
1984-08-01,1018.1
1984-08-02,1039.1
1984-08-03,1065.0
1984-08-06,1061.4
1984-08-07,1068.7
1984-08-08,1080.7
1984-08-09,1070.4
1984-08-10,1095.7
1984-08-13,1084.1
1984-08-14,1091.8
1984-08-15,1082.9
1984-08-16,1075.6
1984-08-17,1078.0
1984-08-20,1074.4
1984-08-21,1082.4
1984-08-22,1090.2
1984-08-23,1081.1
1984-08-24,1087.2
1984-08-27,1087.2
1984-08-28,1082.3
1984-08-29,1096.0
1984-08-30,1101.9
1984-08-31,1103.9
1984-09-03,1105.3
1984-09-04,1083.7
1984-09-05,1082.6
1984-09-06,1095.3
1984-09-07,1099.3
1984-09-10,1091.6
1984-09-11,1103.1
1984-09-12,1103.5
1984-09-13,1105.3
1984-09-14,1109.6
1984-09-17,1110.5
1984-09-18,1109.9
1984-09-19,1125.2
1984-09-20,1129.3
1984-09-21,1127.0
1984-09-24,1122.1
1984-09-25,1124.9
1984-09-26,1135.5
1984-09-27,1144.1
1984-09-28,1140.3
1984-10-01,1127.7
1984-10-02,1119.2
1984-10-03,1122.1
1984-10-04,1127.5
1984-10-05,1135.2
1984-10-08,1139.0
1984-10-09,1136.6
1984-10-10,1136.5
1984-10-11,1141.3
1984-10-12,1143.7
1984-10-15,1146.0
1984-10-16,1124.3
1984-10-17,1099.8
1984-10-18,1088.9
1984-10-19,1111.3
1984-10-22,1115.4
1984-10-23,1128.3
1984-10-24,1125.4
1984-10-25,1130.1
1984-10-26,1130.5
1984-10-29,1136.1
1984-10-30,1145.2
1984-10-31,1151.0
1984-11-01,1158.4
1984-11-02,1168.6
1984-11-05,1163.1
1984-11-06,1161.4
1984-11-07,1157.3
1984-11-08,1158.3
1984-11-09,1164.2
1984-11-12,1175.1
1984-11-13,1183.7
1984-11-14,1181.5
1984-11-15,1164.9
1984-11-16,1173.5
1984-11-19,1167.4
1984-11-20,1159.1
1984-11-21,1166.8
1984-11-22,1158.2
1984-11-23,1158.8
1984-11-26,1172.3
1984-11-27,1178.0
1984-11-28,1187.5
1984-11-29,1187.9
1984-11-30,1181.3
1984-12-03,1191.7
1984-12-04,1183.8
1984-12-05,1182.9
1984-12-06,1175.8
1984-12-07,1190.1
1984-12-10,1197.9
1984-12-11,1198.6
1984-12-12,1190.7
1984-12-13,1196.7
1984-12-14,1204.8
1984-12-17,1212.5
1984-12-18,1216.2
1984-12-19,1220.6
1984-12-20,1207.2
1984-12-21,1204.7
1984-12-24,1205.2
1984-12-25,1205.2
1984-12-26,1205.2
1984-12-27,1210.9
1984-12-28,1225.6
1984-12-31,1232.2
1985-01-01,1232.2
1985-01-02,1220.0
1985-01-03,1206.1
1985-01-04,1214.6
1985-01-07,1229.0
1985-01-08,1243.5
1985-01-09,1259.2
1985-01-10,1261.0
1985-01-11,1248.6
1985-01-14,1220.5
1985-01-15,1233.2
1985-01-16,1254.1
1985-01-17,1260.4
1985-01-18,1277.9
1985-01-21,1279.0
1985-01-22,1305.7
1985-01-23,1283.7
1985-01-24,1274.7
1985-01-25,1288.0
1985-01-28,1265.8
1985-01-29,1249.3
1985-01-30,1277.3
1985-01-31,1280.8
1985-02-01,1272.6
1985-02-04,1268.2
1985-02-05,1289.1
1985-02-06,1289.5
1985-02-07,1296.3
1985-02-08,1295.3
1985-02-11,1297.5
1985-02-12,1273.0
1985-02-13,1282.0
1985-02-14,1289.8
1985-02-15,1281.5
1985-02-18,1268.7
1985-02-19,1275.9
1985-02-20,1275.8
1985-02-21,1279.1
1985-02-22,1268.9
1985-02-25,1259.4
1985-02-26,1259.5
1985-02-27,1258.8
1985-02-28,1259.7
1985-03-01,1250.8
1985-03-04,1265.7
1985-03-05,1274.9
1985-03-06,1285.4
1985-03-07,1285.8
1985-03-08,1288.6
1985-03-11,1290.8
1985-03-12,1300.0
1985-03-13,1295.2
1985-03-14,1299.7
1985-03-15,1309.9
1985-03-18,1300.3
1985-03-19,1304.5
1985-03-20,1307.2
1985-03-21,1300.7
1985-03-22,1302.9
1985-03-25,1297.8
1985-03-26,1290.4
1985-03-27,1288.0
1985-03-28,1287.1
1985-03-29,1277.0
1985-04-01,1278.3
1985-04-02,1286.8
1985-04-03,1274.8
1985-04-04,1278.5
1985-04-05,1278.5
1985-04-08,1278.5
1985-04-09,1270.2
1985-04-10,1273.1
1985-04-11,1269.3
1985-04-12,1275.8
1985-04-15,1288.5
1985-04-16,1290.8
1985-04-17,1304.0
1985-04-18,1305.5
1985-04-19,1299.7
1985-04-22,1294.9
1985-04-23,1284.9
1985-04-24,1285.7
1985-04-25,1289.5
1985-04-26,1295.3
1985-04-29,1292.9
1985-04-30,1291.0
1985-05-01,1301.5
1985-05-02,1309.1
1985-05-03,1310.9
1985-05-06,1310.9
1985-05-07,1305.5
1985-05-08,1307.9
1985-05-09,1306.3
1985-05-10,1315.8
1985-05-13,1333.0
1985-05-14,1326.5
1985-05-15,1342.4
1985-05-16,1344.2
1985-05-17,1327.4
1985-05-20,1330.8
1985-05-21,1334.1
1985-05-22,1333.8
1985-05-23,1325.3
1985-05-24,1313.8
1985-05-27,1313.8
1985-05-28,1317.4
1985-05-29,1312.0
1985-05-30,1314.7
1985-05-31,1313.0
1985-06-03,1324.6
1985-06-04,1336.6
1985-06-05,1335.9
1985-06-06,1322.0
1985-06-07,1310.6
1985-06-10,1299.6
1985-06-11,1308.1
1985-06-12,1291.4
1985-06-13,1278.9
1985-06-14,1275.5
1985-06-17,1284.4
1985-06-18,1284.0
1985-06-19,1284.1
1985-06-20,1276.3
1985-06-21,1262.0
1985-06-24,1266.6
1985-06-25,1248.3
1985-06-26,1236.5
1985-06-27,1234.3
1985-06-28,1234.9
1985-07-01,1246.8
1985-07-02,1250.8
1985-07-03,1239.3
1985-07-04,1249.1
1985-07-05,1260.0
1985-07-08,1258.2
1985-07-09,1239.6
1985-07-10,1230.4
1985-07-11,1238.4
1985-07-12,1230.8
1985-07-15,1243.6
1985-07-16,1239.5
1985-07-17,1247.3
1985-07-18,1248.6
1985-07-19,1252.5
1985-07-22,1241.1
1985-07-23,1233.1
1985-07-24,1236.2
1985-07-25,1221.7
1985-07-26,1239.7
1985-07-29,1248.9
1985-07-30,1252.3
1985-07-31,1261.7
1985-08-01,1287.2
1985-08-02,1280.4
1985-08-05,1271.8
1985-08-06,1287.5
1985-08-07,1286.6
1985-08-08,1286.0
1985-08-09,1286.3
1985-08-12,1288.1
1985-08-13,1285.1
1985-08-14,1293.1
1985-08-15,1302.2
1985-08-16,1299.1
1985-08-19,1294.9
1985-08-20,1307.1
1985-08-21,1313.9
1985-08-22,1309.7
1985-08-23,1313.5
1985-08-26,1313.5
1985-08-27,1310.8
1985-08-28,1308.2
1985-08-29,1323.9
1985-08-30,1340.8
1985-09-02,1340.3
1985-09-03,1335.5
1985-09-04,1326.7
1985-09-05,1322.0
1985-09-06,1332.2
1985-09-09,1329.3
1985-09-10,1311.4
1985-09-11,1302.2
1985-09-12,1313.3
1985-09-13,1308.8
1985-09-16,1300.2
1985-09-17,1296.0
1985-09-18,1294.8
1985-09-19,1306.8
1985-09-20,1298.7
1985-09-23,1292.1
1985-09-24,1280.1
1985-09-25,1275.2
1985-09-26,1270.8
1985-09-27,1280.7
1985-09-30,1290.0
1985-10-01,1296.0
1985-10-02,1305.4
1985-10-03,1305.3
1985-10-04,1313.0
1985-10-07,1306.9
1985-10-08,1303.3
1985-10-09,1308.1
1985-10-10,1314.1
1985-10-11,1322.3
1985-10-14,1321.1
1985-10-15,1320.9
1985-10-16,1326.2
1985-10-17,1335.7
1985-10-18,1341.2
1985-10-21,1340.3
1985-10-22,1331.5
1985-10-23,1346.4
1985-10-24,1349.6
1985-10-25,1347.6
1985-10-28,1347.8
1985-10-29,1364.4
1985-10-30,1373.8
1985-10-31,1377.2
1985-11-01,1379.0
1985-11-04,1380.9
1985-11-05,1383.7
1985-11-06,1395.0
1985-11-07,1384.8
1985-11-08,1390.1
1985-11-11,1375.5
1985-11-12,1381.6
1985-11-13,1396.9
1985-11-14,1391.7
1985-11-15,1403.9
1985-11-18,1405.1
1985-11-19,1412.1
1985-11-20,1424.3
1985-11-21,1443.1
1985-11-22,1451.0
1985-11-25,1455.5
1985-11-26,1431.9
1985-11-27,1438.0
1985-11-28,1429.3
1985-11-29,1439.1
1985-12-02,1418.5
1985-12-03,1415.6
1985-12-04,1399.6
1985-12-05,1395.3
1985-12-06,1401.9
1985-12-09,1392.2
1985-12-10,1389.5
1985-12-11,1377.4
1985-12-12,1378.5
1985-12-13,1381.4
1985-12-16,1376.5
1985-12-17,1365.4
1985-12-18,1378.8
1985-12-19,1390.7
1985-12-20,1386.5
1985-12-23,1388.6
1985-12-24,1391.5
1985-12-25,1391.5
1985-12-26,1391.5
1985-12-27,1398.9
1985-12-30,1413.6
1985-12-31,1412.6
1986-01-01,1412.6
1986-01-02,1420.5
1986-01-03,1429.8
1986-01-06,1424.1
1986-01-07,1415.2
1986-01-08,1404.2
1986-01-09,1379.6
1986-01-10,1394.5
1986-01-13,1384.6
1986-01-14,1370.1
1986-01-15,1390.5
1986-01-16,1394.5
1986-01-17,1396.0
1986-01-20,1378.3
1986-01-21,1378.1
1986-01-22,1390.9
1986-01-23,1382.8
1986-01-24,1392.0
1986-01-27,1405.0
1986-01-28,1426.3
1986-01-29,1421.0
1986-01-30,1429.1
1986-01-31,1435.0
1986-02-03,1425.1
1986-02-04,1431.6
1986-02-05,1424.1
1986-02-06,1426.9
1986-02-07,1445.0
1986-02-10,1461.5
1986-02-11,1453.9
1986-02-12,1470.0
1986-02-13,1473.5
1986-02-14,1477.9
1986-02-17,1475.3
1986-02-18,1491.9
1986-02-19,1491.4
1986-02-20,1492.1
1986-02-21,1518.0
1986-02-24,1533.0
1986-02-25,1527.7
1986-02-26,1534.6
1986-02-27,1549.5
1986-02-28,1543.9
1986-03-03,1534.9
1986-03-04,1548.9
1986-03-05,1569.1
1986-03-06,1566.1
1986-03-07,1573.8
1986-03-10,1572.2
1986-03-11,1597.1
1986-03-12,1624.5
1986-03-13,1616.7
1986-03-14,1624.4
1986-03-17,1622.6
1986-03-18,1644.4
1986-03-19,1659.8
1986-03-20,1690.1
1986-03-21,1688.3
1986-03-24,1663.9
1986-03-25,1633.8
1986-03-26,1653.9
1986-03-27,1668.8
1986-03-28,1668.8
1986-03-31,1668.8
1986-04-01,1684.0
1986-04-02,1702.9
1986-04-03,1717.6
1986-04-04,1709.7
1986-04-07,1688.5
1986-04-08,1675.7
1986-04-09,1659.0
1986-04-10,1690.3
1986-04-11,1694.1
1986-04-14,1683.1
1986-04-15,1654.8
1986-04-16,1662.0
1986-04-17,1680.9
1986-04-18,1680.2
1986-04-21,1668.0
1986-04-22,1665.2
1986-04-23,1632.7
1986-04-24,1615.5
1986-04-25,1622.6
1986-04-28,1628.8
1986-04-29,1656.3
1986-04-30,1660.5
1986-05-01,1640.1
1986-05-02,1652.5
1986-05-05,1652.5
1986-05-06,1636.2
1986-05-07,1610.1
1986-05-08,1602.6
1986-05-09,1601.6
1986-05-12,1603.8
1986-05-13,1623.3
1986-05-14,1594.3
1986-05-15,1575.7
1986-05-16,1564.9
1986-05-19,1573.1
1986-05-20,1585.8
1986-05-21,1591.9
1986-05-22,1598.8
1986-05-23,1617.4
1986-05-26,1617.4
1986-05-27,1612.1
1986-05-28,1624.8
1986-05-29,1609.0
1986-05-30,1602.8
1986-06-02,1596.5
1986-06-03,1602.2
1986-06-04,1601.4
1986-06-05,1612.6
1986-06-06,1611.9
1986-06-09,1604.6
1986-06-10,1586.4
1986-06-11,1571.4
1986-06-12,1571.8
1986-06-13,1582.4
1986-06-16,1593.6
1986-06-17,1605.3
1986-06-18,1619.0
1986-06-19,1629.6
1986-06-20,1637.2
1986-06-23,1622.8
1986-06-24,1624.9
1986-06-25,1629.4
1986-06-26,1637.5
1986-06-27,1639.1
1986-06-30,1649.8
1986-07-01,1660.8
1986-07-02,1656.7
1986-07-03,1656.2
1986-07-04,1649.4
1986-07-07,1631.0
1986-07-08,1599.0
1986-07-09,1614.6
1986-07-10,1626.7
1986-07-11,1626.4
1986-07-14,1597.3
1986-07-15,1593.0
1986-07-16,1597.3
1986-07-17,1609.3
1986-07-18,1584.4
1986-07-21,1560.2
1986-07-22,1559.2
1986-07-23,1572.3
1986-07-24,1547.7
1986-07-25,1545.8
1986-07-28,1549.4
1986-07-29,1556.4
1986-07-30,1566.3
1986-07-31,1558.1
